id,annotator_id,image_id,x_min,y_min,width,height
153,0,38,15,233,228,535
154,0,38,236,210,213,558
155,0,38,397,243,115,525
156,0,39,42,94,243,877
157,0,39,275,0,269,933
158,0,39,420,0,248,830
159,0,40,1,55,503,878
160,0,40,0,0,255,670
161,0,40,228,206,387,880
162,0,40,455,314,348,871
163,0,40,662,400,194,800
164,0,41,0,27,122,739
165,0,41,79,229,204,539
166,0,41,238,211,236,557
167,0,42,0,203,172,797
168,0,42,417,265,251,735
169,0,43,365,443,299,428
170,0,43,243,199,421,589
171,0,43,127,183,464,444
172,0,43,15,64,424,332
173,0,44,117,206,180,562
174,0,44,279,278,188,490
175,0,44,411,239,101,529
176,0,44,0,124,129,376
177,0,45,0,252,162,620
178,0,45,138,335,252,537
179,0,45,300,244,316,628
180,0,45,472,166,192,664
181,0,45,533,98,131,589
182,0,46,0,190,107,437
183,0,46,0,176,280,592
184,0,46,128,390,316,378
185,0,46,304,349,208,417
186,0,47,0,254,167,644
187,0,47,0,51,353,924
188,0,47,255,71,301,896
189,0,47,407,33,261,896
190,0,48,0,161,126,711
191,0,48,79,246,235,626
192,0,48,221,184,272,658
193,0,48,343,61,321,652
194,0,49,0,331,308,541
195,0,49,99,329,349,513
196,0,50,0,227,369,950
197,0,50,0,0,182,1006
198,0,50,169,88,497,1112
199,0,50,449,429,385,771
200,0,51,0,122,232,776
201,0,51,0,57,309,743
202,0,51,380,51,240,839
203,0,51,561,51,107,949
204,0,52,32,0,133,416
205,0,52,163,133,102,423
206,0,52,266,0,162,541
207,0,52,410,0,102,444
208,0,53,0,197,88,675
209,0,53,88,316,216,556
210,0,53,245,251,270,621
211,0,53,415,159,246,713
212,0,53,531,72,133,648
213,0,54,0,283,500,407
214,0,54,0,568,352,200
215,0,54,0,82,512,256
216,0,54,0,0,512,148
217,0,55,0,144,247,726
218,0,55,113,0,377,889
219,0,55,256,0,407,737
220,0,55,497,0,171,711
221,0,56,0,0,167,579
222,0,56,68,0,250,684
223,0,56,232,0,247,628
224,0,56,371,33,293,642
225,0,57,62,318,230,554
226,0,57,0,321,61,551
227,0,57,254,327,216,545
228,0,57,421,119,243,753
229,0,57,552,172,112,599
230,0,58,455,352,775,1648
231,0,58,5,394,523,1263
232,0,58,976,156,360,1809
233,0,59,0,362,435,2038
234,0,59,69,217,602,1642
235,0,59,393,168,484,1523
236,0,59,816,130,335,1855
237,0,59,1124,259,564,1486
238,0,59,1418,274,290,2008
239,0,60,0,0,84,581
240,0,60,51,5,133,507
241,0,60,180,236,109,447
242,0,60,315,0,151,566
243,0,60,441,0,71,649
244,0,61,18,191,248,681
245,0,61,249,274,242,598
246,0,61,394,199,270,673
247,0,62,0,288,512,404
248,0,62,2,585,371,183
249,0,62,0,83,512,258
250,0,62,0,0,512,134
251,0,63,0,0,740,1387
252,0,63,671,0,556,1345
253,0,63,1128,0,564,1318
254,0,63,1406,1330,302,1070
255,0,63,884,1318,530,1082
256,0,63,134,1303,739,1097
257,0,64,0,270,70,930
258,0,64,66,303,250,897
259,0,64,268,80,282,1120
260,0,64,384,248,343,885
261,0,64,556,30,300,991
262,0,65,912,378,424,1622
263,0,65,303,451,654,1505
264,0,65,0,457,589,1356
265,0,65,0,0,328,1524
266,0,66,0,51,379,1743
267,0,66,376,0,600,1702
268,0,66,805,0,531,1581
269,0,67,11,206,198,602
270,0,67,188,54,158,442
271,0,67,335,18,241,681
272,0,67,516,134,148,519
273,0,68,0,212,79,660
274,0,68,77,342,219,530
275,0,68,259,273,261,599
276,0,68,419,140,245,732
277,0,68,526,66,138,654
278,0,69,0,336,471,432
279,0,69,0,169,512,275
280,0,69,0,0,512,219
281,0,70,0,84,160,639
282,0,70,133,35,228,704
283,0,70,244,24,268,679
284,0,70,375,108,137,545
285,0,71,0,0,266,599
286,0,71,7,105,317,696
287,0,71,149,234,309,638
288,0,71,307,166,241,706
289,0,71,535,350,129,522
290,0,72,906,308,430,1692
291,0,72,582,203,632,1676
292,0,72,306,159,505,1543
293,0,72,0,130,389,1559
294,0,73,0,0,401,1717
295,0,73,366,0,423,1708
296,0,73,697,16,384,1705
297,0,73,1001,70,335,1920
298,0,74,0,151,269,846
299,0,74,239,111,276,889
300,0,74,459,0,209,940
301,0,75,0,56,76,646
302,0,75,55,40,152,565
303,0,75,211,35,121,704
304,0,75,317,68,154,661
305,0,76,0,184,258,811
306,0,76,155,65,300,872
307,0,76,380,0,278,913
308,0,77,49,66,216,702
309,0,77,256,83,256,685
310,0,78,0,178,77,484
311,0,78,27,98,200,575
312,0,78,183,24,196,726
313,0,78,327,9,175,625
314,0,79,0,0,382,968
315,0,79,313,0,541,1051
316,0,79,827,0,785,910
317,0,79,1384,975,324,796
318,0,79,564,1101,1117,1299
319,0,79,50,1128,770,1272
320,0,79,0,1131,347,1269
321,0,80,0,273,658,1651
322,0,80,516,83,793,1809
323,0,80,833,0,503,1587
324,0,81,0,89,382,895
325,0,81,0,0,782,2000
326,0,81,408,0,860,1816
327,0,81,674,130,662,1768
328,0,81,1036,495,300,1422
329,0,82,0,35,199,868
330,0,82,150,16,274,919
331,0,82,378,0,290,851
332,0,83,0,30,108,584
333,0,83,212,57,142,674
334,0,83,324,57,179,593
335,0,84,21,0,131,482
336,0,84,111,0,202,547
337,0,84,212,0,235,648
338,0,84,354,102,266,613
339,0,84,541,181,123,636
340,0,85,5,0,415,824
341,0,85,0,0,334,667
342,0,85,469,0,199,916
343,0,86,0,245,109,627
344,0,86,86,216,227,656
345,0,86,181,89,289,748
346,0,86,321,62,317,680
347,0,86,448,15,216,550
348,0,87,236,260,221,508
349,0,87,449,247,63,521
350,0,87,85,268,154,500
351,0,87,0,182,98,586
352,0,88,839,254,497,1746
353,0,88,271,0,753,1921
354,0,88,0,152,668,1626
355,0,89,0,0,271,1851
356,0,89,201,0,632,1816
357,0,89,811,67,525,1809
358,0,90,0,16,156,984
359,0,90,47,2,243,793
360,0,90,220,0,243,690
361,0,90,364,30,278,868
362,0,90,505,43,163,824
363,0,91,0,265,183,725
364,0,91,136,279,242,697
365,0,91,347,29,254,884
366,0,91,520,0,148,819
367,0,92,0,216,271,552
368,0,92,0,215,115,408
369,0,92,115,385,332,383
370,0,92,301,347,211,421
371,0,93,247,279,306,721
372,0,93,24,133,394,864
373,0,93,0,149,328,694
374,0,93,486,289,182,711
375,0,94,0,226,122,646
376,0,94,77,89,255,783
377,0,94,162,104,307,732
378,0,94,325,61,309,655
379,0,94,437,10,227,566
380,0,95,16,0,180,598
381,0,95,183,0,214,706
382,0,95,367,0,192,631
383,0,95,535,53,129,600
384,0,96,0,0,412,1090
385,0,96,187,0,663,1082
386,0,96,686,0,644,1147
387,0,96,1174,0,534,1173
388,0,96,930,1413,739,987
389,0,96,443,1326,510,1074
390,0,96,0,1333,511,1067
391,0,97,60,112,452,441
392,0,97,0,413,495,355
393,0,97,82,0,430,200
394,0,98,59,285,279,536
395,0,98,302,293,233,510
396,0,98,394,299,267,421
397,0,98,0,342,112,365
398,0,99,0,331,138,701
399,0,99,34,190,304,846
400,0,99,232,48,295,851
401,0,99,497,0,259,966
402,0,99,565,0,291,750
403,0,100,0,241,248,631
404,0,100,194,166,238,699
405,0,100,335,0,296,864
406,0,100,472,118,192,682
407,0,101,0,8,151,792
408,0,101,26,0,242,599
409,0,101,137,0,185,533
410,0,101,410,0,202,610
411,0,101,517,0,147,803
412,0,102,1,0,203,546
413,0,102,253,0,154,647
414,0,102,394,0,118,529
415,0,103,122,5,297,761
416,0,103,6,95,333,585
417,0,103,0,0,188,580
418,0,104,52,256,450,616
419,0,104,0,28,426,780
420,0,104,0,0,281,653
421,0,104,249,172,370,700
422,0,104,458,437,206,435
423,0,105,0,0,111,418
424,0,105,95,0,193,458
425,0,105,266,0,200,453
426,0,105,426,0,227,533
427,0,106,216,122,251,646
428,0,106,417,128,95,640
429,0,106,15,6,253,762
430,0,106,0,91,133,618
431,0,107,50,408,184,464
432,0,107,0,364,115,508
433,0,107,216,221,227,651
434,0,107,394,201,230,671
435,0,107,559,320,105,512
436,0,108,11,198,257,674
437,0,108,242,278,241,594
438,0,108,415,191,249,681
439,0,108,559,6,105,725
440,0,109,0,316,305,452
441,0,109,0,44,488,520
442,0,109,29,0,483,243
443,0,110,0,0,215,852
444,0,110,118,0,232,940
445,0,110,342,0,263,968
446,0,110,466,0,202,738
447,0,111,0,159,76,615
448,0,111,0,0,201,702
449,0,111,116,0,154,609
450,0,111,253,0,145,583
451,0,111,318,0,235,693
452,0,111,477,0,187,872
453,0,112,1,285,144,483
454,0,112,130,101,228,667
455,0,112,288,193,224,557
456,0,113,0,241,144,759
457,0,113,172,43,194,581
458,0,113,391,294,277,706
459,0,114,0,0,229,606
460,0,114,1,0,312,511
461,0,114,380,0,178,589
462,0,114,510,0,158,679
463,0,115,0,0,195,528
464,0,115,152,210,132,459
465,0,115,265,5,147,625
466,0,115,421,0,91,533
467,0,116,0,267,160,605
468,0,116,133,332,254,540
469,0,116,296,239,311,633
470,0,116,463,61,201,775
471,0,116,560,51,104,634
472,0,117,0,302,211,466
473,0,117,135,156,271,612
474,0,117,294,206,218,516
475,0,117,425,91,87,469
476,0,118,0,113,290,887
477,0,118,264,102,345,898
478,0,118,499,89,169,867
479,0,119,21,130,214,739
480,0,119,142,66,270,806
481,0,119,230,0,318,669
482,0,119,412,0,186,577
483,0,119,520,0,144,527
484,0,120,39,114,189,629
485,0,120,266,346,317,654
486,0,120,469,230,199,770
487,0,121,0,0,255,683
488,0,121,36,0,296,603
489,0,121,305,210,159,553
490,0,121,437,0,199,698
491,0,121,577,0,91,749
492,0,122,0,72,76,611
493,0,122,55,99,136,498
494,0,122,188,312,114,315
495,0,122,295,94,172,594
496,0,122,424,113,88,653
497,0,123,0,70,310,844
498,0,123,29,25,483,886
499,0,123,251,17,417,873
500,0,123,426,0,242,670
501,0,124,0,243,128,514
502,0,124,17,244,215,524
503,0,124,234,236,213,532
504,0,124,417,254,95,514
505,0,125,0,119,156,879
506,0,125,101,78,298,884
507,0,125,326,0,324,921
508,0,125,471,0,197,724
509,0,126,0,2,169,1103
510,0,126,18,0,338,838
511,0,126,213,0,215,737
512,0,126,375,0,183,699
513,0,126,498,0,271,844
514,0,126,698,0,158,1046
515,0,127,374,206,294,789
516,0,127,0,125,139,875
517,0,128,0,0,140,657
518,0,128,75,0,203,833
519,0,128,250,0,251,752
520,0,128,409,0,241,994
521,0,129,34,393,160,479
522,0,129,134,162,246,710
523,0,129,278,123,296,702
524,0,129,481,244,183,515
525,0,130,57,0,255,987
526,0,130,238,105,312,977
527,0,130,409,227,328,876
528,0,130,607,373,249,827
529,0,131,104,0,540,1025
530,0,131,576,0,575,1010
531,0,131,1075,0,633,1002
532,0,131,930,1116,778,1284
533,0,131,473,1082,617,1318
534,0,131,0,1097,526,1303
535,0,132,531,0,133,541
536,0,132,403,0,189,566
537,0,132,241,0,308,673
538,0,132,133,61,278,786
539,0,132,16,136,229,736
540,0,133,0,380,66,388
541,0,133,76,249,210,519
542,0,134,223,0,224,594
543,0,134,0,114,207,851
544,0,134,385,232,283,768
545,0,135,0,0,366,1438
546,0,135,49,0,448,1273
547,0,135,474,0,353,1581
548,0,135,776,0,517,1444
549,0,135,1125,0,211,1813
550,0,136,0,0,163,546
551,0,136,160,0,153,513
552,0,136,290,0,143,452
553,0,136,401,0,111,639
554,0,137,0,415,291,785
555,0,137,264,503,299,697
556,0,137,527,453,324,747
557,0,137,710,270,146,915
558,0,138,0,0,107,551
559,0,138,76,0,136,503
560,0,138,206,0,137,497
561,0,138,308,0,178,551
562,0,138,436,0,76,673
563,0,139,104,0,659,1230
564,0,139,614,0,880,1234
565,0,139,1422,0,286,1101
566,0,139,763,1360,853,1040
567,0,139,77,1413,762,987
568,0,140,43,0,343,899
569,0,140,238,0,361,768
570,0,140,428,34,408,808
571,0,140,670,91,186,564
572,0,141,500,254,765,1736
573,0,141,84,149,835,1514
574,0,141,0,0,557,1254
575,0,142,233,0,575,2000
576,0,142,636,337,610,1603
577,0,142,1030,140,306,1619
578,0,143,285,0,278,906
579,0,143,537,40,131,901
580,0,143,51,0,358,752
581,0,143,0,0,258,611
582,0,144,0,255,261,575
583,0,144,5,396,338,476
584,0,144,194,251,347,621
585,0,144,387,270,277,602
586,0,145,9,97,259,731
587,0,145,0,90,142,710
588,0,145,290,167,173,621
589,0,145,439,140,225,671
590,0,146,43,0,469,247
591,0,146,0,52,491,528
592,0,146,0,313,301,455
593,0,147,0,0,245,679
594,0,147,149,0,222,566
595,0,147,321,37,191,553
596,0,148,634,299,222,901
597,0,148,352,91,333,1107
598,0,148,161,198,404,853
599,0,148,0,61,363,819
600,0,148,0,0,291,699
601,0,149,0,127,316,1587
602,0,149,185,79,454,1804
603,0,149,541,181,476,1819
604,0,149,900,270,436,1667
605,0,150,893,349,443,1591
606,0,150,439,162,864,1838
607,0,150,20,171,597,1829
608,0,150,0,210,309,1657
609,0,151,450,165,218,835
610,0,151,175,121,311,879
611,0,151,0,0,272,956
612,0,152,0,155,169,547
613,0,152,12,118,243,489
614,0,152,156,162,245,599
615,0,152,299,68,179,535
616,0,152,416,34,96,467
617,0,153,0,280,215,488
618,0,153,154,180,243,588
619,0,153,312,191,200,515
620,0,154,48,32,480,958
621,0,154,266,271,378,729
622,0,154,0,202,394,676
623,0,154,542,384,126,616
624,0,155,336,38,176,730
625,0,155,176,143,252,616
626,0,155,30,137,216,594
627,0,156,0,0,378,861
628,0,156,328,0,762,777
629,0,156,1029,0,679,750
630,0,156,987,804,721,1367
631,0,156,168,990,987,1410
632,0,156,0,1097,336,1303
633,0,157,0,251,382,1635
634,0,157,236,89,521,1911
635,0,157,716,6,435,1807
636,0,157,951,79,385,1546
637,0,158,8,143,508,1857
638,0,158,357,178,578,1819
639,0,158,674,317,613,1664
640,0,158,998,311,338,1689
641,0,159,0,159,286,830
642,0,159,137,56,487,941
643,0,159,401,33,267,959
644,0,160,4,0,152,551
645,0,160,160,243,92,435
646,0,160,265,21,163,637
647,0,160,397,0,115,561
648,0,161,318,0,190,605
649,0,161,154,0,168,614
650,0,161,7,0,161,501
651,0,161,0,45,89,437
652,0,162,65,22,295,722
653,0,162,0,102,301,558
654,0,162,0,55,168,437
655,0,163,430,231,225,641
656,0,163,277,194,170,678
657,0,163,75,11,192,861
658,0,163,0,80,166,792
659,0,164,0,640,710,419
660,0,164,0,303,756,373
661,0,164,0,95,828,271
662,0,164,17,0,839,90
663,0,165,33,200,425,1771
664,0,165,427,0,609,1933
665,0,165,744,222,592,1575
666,0,165,1125,470,211,1022
667,0,166,149,0,781,1288
668,0,166,900,0,655,1326
669,0,166,1361,0,347,1265
670,0,166,1250,1390,458,1010
671,0,166,351,1368,937,1032
672,0,166,0,1276,561,1124
673,0,167,0,224,178,648
674,0,167,141,274,183,598
675,0,167,317,98,158,467
676,0,167,440,47,224,687
677,0,168,0,5,210,558
678,0,168,52,72,304,606
679,0,168,241,161,266,607
680,0,168,368,228,144,540
681,0,169,0,44,276,552
682,0,169,0,0,178,412
683,0,169,21,0,343,696
684,0,169,393,49,119,719
685,0,170,378,6,286,725
686,0,170,238,188,253,663
687,0,170,79,190,231,682
688,0,170,0,264,144,608
689,0,171,271,1,364,871
690,0,171,526,155,138,634
691,0,171,181,149,289,705
692,0,171,50,180,214,657
693,0,171,0,131,131,640
694,0,172,0,0,382,1017
695,0,172,176,0,670,1082
696,0,172,683,0,621,1109
697,0,172,1174,0,534,1189
698,0,172,919,1394,727,1006
699,0,172,443,1356,548,1044
700,0,172,0,1349,519,1051
701,0,173,0,0,637,998
702,0,173,504,0,788,1010
703,0,173,1052,0,656,994
704,0,173,1437,1063,271,796
705,0,173,702,1059,811,888
706,0,173,164,1112,583,1288
707,0,173,0,1173,229,1227
708,0,174,0,197,193,571
709,0,174,116,160,253,608
710,0,174,306,0,206,761
711,0,175,0,0,172,600
712,0,175,163,0,183,634
713,0,175,325,0,154,539
714,0,175,430,0,82,522
715,0,176,15,6,456,880
716,0,176,0,16,385,735
717,0,176,459,210,209,790
718,0,177,0,166,183,648
719,0,177,34,68,232,803
720,0,177,195,11,241,828
721,0,177,281,0,296,649
722,0,177,463,0,162,559
723,0,177,565,0,99,504
724,0,178,47,242,217,630
725,0,178,246,208,253,661
726,0,178,419,127,245,738
727,0,178,542,17,122,736
728,0,179,283,59,385,819
729,0,179,10,54,405,857
730,0,179,0,165,199,718
731,0,180,45,82,198,530
732,0,180,0,157,94,533
733,0,180,307,84,160,623
734,0,181,0,345,463,423
735,0,181,0,150,500,274
736,0,181,0,0,512,232
737,0,181,0,634,239,134
738,0,182,0,90,251,506
739,0,182,5,7,314,707
740,0,182,339,104,173,664
741,0,183,455,426,209,446
742,0,183,248,184,373,688
743,0,183,0,0,310,601
744,0,183,0,33,426,779
745,0,183,69,199,435,670
746,0,184,0,0,141,839
747,0,184,44,0,175,602
748,0,184,183,0,131,548
749,0,184,310,0,138,540
750,0,184,430,0,159,602
751,0,184,544,0,120,648
752,0,185,559,0,109,816
753,0,185,397,0,215,611
754,0,185,220,0,177,146
755,0,185,50,0,240,514
756,0,185,0,0,199,562
757,0,186,421,38,247,894
758,0,186,169,0,286,921
759,0,186,0,98,294,786
760,0,187,467,89,201,882
761,0,187,206,6,289,967
762,0,187,0,24,302,865
763,0,188,483,25,181,822
764,0,188,317,0,242,685
765,0,188,267,0,140,626
766,0,188,133,0,128,626
767,0,188,0,0,210,588
768,0,188,0,83,72,703
769,0,189,0,197,115,571
770,0,189,121,204,212,564
771,0,189,319,234,191,533
772,0,190,0,0,131,952
773,0,190,0,227,318,973
774,0,190,146,93,431,1107
775,0,190,439,402,324,798
776,0,191,0,73,113,616
777,0,191,45,0,245,1000
778,0,191,269,0,208,749
779,0,191,426,0,242,665
780,0,191,478,108,190,797
781,0,192,0,0,154,552
782,0,192,132,0,172,492
783,0,192,266,0,127,404
784,0,192,368,0,144,586
785,0,193,0,75,161,803
786,0,193,131,0,298,956
787,0,193,313,0,332,854
788,0,194,0,0,115,551
789,0,194,82,2,133,499
790,0,194,207,0,126,505
791,0,194,310,0,180,556
792,0,194,439,7,73,622
793,0,195,423,113,245,763
794,0,195,269,171,333,829
795,0,195,32,287,327,713
796,0,195,0,383,137,617
797,0,196,0,0,134,538
798,0,196,66,0,254,692
799,0,196,228,0,251,615
800,0,196,382,43,277,628
801,0,196,535,91,129,344
802,0,197,0,0,124,497
803,0,197,93,0,158,544
804,0,197,232,0,213,686
805,0,197,374,181,274,648
806,0,198,278,173,377,827
807,0,198,458,86,210,790
808,0,198,32,0,277,897
809,0,199,0,0,282,957
810,0,199,169,0,267,673
811,0,199,380,0,195,562
812,0,199,509,0,159,760
813,0,200,0,0,173,485
814,0,200,254,0,150,568
815,0,200,410,0,102,472
816,0,201,0,171,124,777
817,0,201,96,108,305,844
818,0,201,336,0,277,937
819,0,201,486,6,182,827
820,0,202,0,219,228,549
821,0,202,216,197,220,571
822,0,202,327,201,185,567
823,0,203,0,87,148,913
824,0,203,99,56,202,846
825,0,203,302,65,210,798
826,0,203,442,102,226,793
827,0,203,526,203,142,781
828,0,204,50,89,217,741
829,0,204,0,156,167,633
830,0,204,195,17,242,831
831,0,204,282,4,294,627
832,0,204,451,0,174,523
833,0,204,576,0,88,476
834,0,205,0,146,150,851
835,0,205,375,279,293,721
836,0,206,235,238,429,545
837,0,206,364,458,295,414
838,0,206,88,183,507,423
839,0,206,0,60,416,325
840,0,207,0,0,241,495
841,0,207,0,79,102,517
842,0,207,207,256,137,373
843,0,207,276,0,193,573
844,0,208,0,0,245,910
845,0,208,245,105,322,797
846,0,208,483,32,185,833
847,0,209,0,5,173,586
848,0,209,166,0,169,627
849,0,209,324,0,151,535
850,0,209,424,0,88,500
851,0,210,0,0,336,1139
852,0,210,283,0,853,1139
853,0,210,915,30,709,1117
854,0,210,926,1246,782,1154
855,0,210,153,1345,930,1055
856,0,210,0,1356,157,1044
857,0,211,0,70,302,1122
858,0,211,188,173,314,909
859,0,211,375,137,362,815
860,0,211,508,11,348,766
861,0,212,127,288,166,584
862,0,212,277,273,221,599
863,0,212,491,235,173,637
864,0,212,0,156,137,715
865,0,213,52,0,610,1625
866,0,213,455,0,613,1797
867,0,213,1005,0,331,1848
868,0,214,94,32,472,968
869,0,214,332,140,336,860
870,0,214,26,171,294,813
871,0,215,0,152,167,675
872,0,215,66,83,247,768
873,0,215,239,75,238,825
874,0,215,412,113,236,887
875,0,215,571,213,97,750
876,0,216,0,215,217,553
877,0,216,202,195,222,573
878,0,216,344,176,168,585
879,0,217,73,249,202,623
880,0,217,260,166,230,706
881,0,217,455,191,198,681
882,0,217,560,51,104,807
883,0,218,277,172,177,700
884,0,218,429,231,235,641
885,0,218,61,1,218,871
886,0,218,0,57,177,803
887,0,219,582,378,754,1622
888,0,219,243,279,539,1721
889,0,219,0,121,408,1673
890,0,220,144,38,975,1962
891,0,220,658,127,678,1797
892,0,220,0,152,624,1505
893,0,221,0,279,191,721
894,0,221,23,254,262,746
895,0,221,417,286,250,711
896,0,221,524,327,144,670
897,0,222,0,208,185,792
898,0,222,182,271,281,729
899,0,222,467,286,201,714
900,0,223,301,0,367,948
901,0,223,112,71,217,891
902,0,223,0,0,166,929
903,0,223,567,81,101,787
904,0,224,0,0,353,832
905,0,224,0,0,237,686
906,0,224,426,0,242,938
907,0,225,0,83,107,648
908,0,225,85,124,264,644
909,0,225,334,123,178,645
910,0,226,73,0,697,766
911,0,226,751,0,747,876
912,0,226,1418,0,290,933
913,0,226,0,655,744,1276
914,0,226,317,975,1143,1425
915,0,226,1124,1246,584,1154
916,0,227,90,152,676,1711
917,0,227,655,22,521,1835
918,0,227,1020,0,316,1702
919,0,228,1,6,632,1775
920,0,228,557,0,543,1705
921,0,228,970,0,366,1778
922,0,229,0,8,237,778
923,0,229,0,25,153,832
924,0,229,202,10,292,928
925,0,229,412,22,256,889
926,0,230,199,112,162,656
927,0,230,354,71,146,597
928,0,230,0,127,129,552
929,0,231,0,0,858,1090
930,0,231,446,0,789,1128
931,0,231,862,0,846,1204
932,0,231,991,1345,717,1055
933,0,231,424,1390,582,1010
934,0,231,0,1410,507,990
935,0,232,372,0,140,596
936,0,232,249,0,150,594
937,0,232,110,11,191,642
938,0,232,0,40,179,728
939,0,233,0,233,185,321
940,0,233,106,44,225,537
941,0,233,281,11,266,526
942,0,233,513,0,151,446
943,0,234,0,0,131,779
944,0,234,74,13,273,863
945,0,234,326,46,342,895
946,0,235,308,4,250,666
947,0,235,368,96,295,773
948,0,235,533,238,131,627
949,0,235,81,0,200,572
950,0,235,0,0,160,641
951,0,236,399,73,113,695
952,0,236,300,0,155,680
953,0,236,168,7,138,266
954,0,236,27,0,142,624
955,0,236,0,0,88,600
956,0,237,397,34,115,727
957,0,237,277,0,179,768
958,0,237,140,0,146,612
959,0,237,0,0,143,589
960,0,238,526,191,138,681
961,0,238,394,253,182,619
962,0,238,192,148,209,724
963,0,238,0,180,277,626
964,0,239,444,149,224,813
965,0,239,285,141,248,859
966,0,239,40,143,275,857
967,0,240,345,21,167,564
968,0,240,232,9,180,559
969,0,240,90,0,137,490
970,0,240,0,0,87,502
971,0,241,0,10,201,702
972,0,241,168,7,222,748
973,0,241,388,0,124,653
974,0,242,42,243,322,757
975,0,242,237,29,365,958
976,0,242,383,0,285,806
977,0,243,205,0,180,768
